COMMON NAME,SCIENTIFIC NAME,SUBSPECIES COMMON NAME,OBSERVATION COUNT,COUNTRY,COUNTRY_CODE,STATE_PROVINCE,SUBNATIONAL1_CODE,COUNTY,SUBNATIONAL2_CODE,LOCALITY ID,LOCALITY TYPE,LATITUDE,LONGITUDE,OBSERVATION DATE,TIME OBSERVATIONS STARTED,OBSERVER ID,SAMPLING EVENT IDENTIFIER,DURATION MINUTES,EFFORT DISTANCE KM,NUMBER OBSERVERS,ALL SPECIES REPORTED,
Harlequin Duck,Histrionicus histrionicus,,4,United States,US,Washington,US-WA,King,US-WA-033,L819811,P,47.5669131,-122.4108696,1/17/09,13:30:00,obsr97255,S5715549,120,8.047,2,1,
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L636203,P,47.5746294,-122.4185836,1/19/09,,obsr100831,S4475769,,,,1,
Harlequin Duck,Histrionicus histrionicus,,4,United States,US,Washington,US-WA,King,US-WA-033,L186859,H,47.40234,-122.33128,1/19/09,10:15:00,obsr141514,S4476920,60,1.207,1,1,
Harlequin Duck,Histrionicus histrionicus,,5,United States,US,Washington,US-WA,King,US-WA-033,L618857,P,47.5758309,-122.3921585,1/31/09,8:30:00,obsr146271,S4516662,240,8.047,12,1,
Harlequin Duck,Histrionicus histrionicus,,1,United States,US,Washington,US-WA,King,US-WA-033,L2608551,H,47.5726544,-122.4140185,1/25/09,12:30:00,obsr58984,S4514754,10,,1,1,
Harlequin Duck,Histrionicus histrionicus,,X,United States,US,Washington,US-WA,King,US-WA-033,L2416295,H,47.5952692,-122.3865366,1/19/09,,obsr299758,S21654333,,,1,1,
Harlequin Duck,Histrionicus histrionicus,,1,United States,US,Washington,US-WA,King,US-WA-033,L788288,P,47.5892626,-122.3811722,1/31/09,8:00:00,obsr196219,S5419728,270,8.047,14,1,
Harlequin Duck,Histrionicus histrionicus,,1,United States,US,Washington,US-WA,King,US-WA-033,L650628,P,47.5721322,-122.4139863,2/1/09,12:00:00,obsr169860,S4522019,30,,2,1,
Harlequin Duck,Histrionicus histrionicus,,5,United States,US,Washington,US-WA,King,US-WA-033,L207315,H,47.5841938,-122.4005256,2/17/09,8:20:00,obsr141514,S4632578,45,3.219,1,1,
Harlequin Duck,Histrionicus histrionicus,,4,United States,US,Washington,US-WA,King,US-WA-033,L650249,P,47.5626274,-122.4058914,3/14/09,14:00:00,obsr169860,S4754048,15,,2,1,
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L650249,P,47.5626274,-122.4058914,4/11/09,9:30:00,obsr169860,S4852045,45,0.805,3,1,
Harlequin Duck,Histrionicus histrionicus,,5,United States,US,Washington,US-WA,King,US-WA-033,L318691,H,47.5302762,-122.3955921,4/19/09,,obsr100831,S4885653,,,,1,
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L713725,P,47.327654,-122.376709,5/2/09,14:00:00,obsr184835,S4936199,20,,2,0,
Harlequin Duck,Histrionicus histrionicus,,X,United States,US,Washington,US-WA,King,US-WA-033,L1284996,H,47.5402193,-122.3970294,5/8/09,7:50:00,obsr30851,S20358782,10,0.161,1,1,
Harlequin Duck,Histrionicus histrionicus,,X,United States,US,Washington,US-WA,King,US-WA-033,L2439784,P,47.5726317,-122.4141097,5/8/09,7:15:00,obsr30851,S20358614,15,0.161,1,1,
Harlequin Duck,Histrionicus histrionicus,,3,United States,US,Washington,US-WA,King,US-WA-033,L318691,H,47.5302762,-122.3955921,9/29/09,,obsr100831,S5380345,,,,1,
Harlequin Duck,Histrionicus histrionicus,,3,United States,US,Washington,US-WA,King,US-WA-033,L471669,P,47.777653,-122.3932448,10/18/09,7:20:00,obsr18326,S5452623,85,,1,1,
Harlequin Duck,Histrionicus histrionicus,,X,United States,US,Washington,US-WA,King,US-WA-033,L128530,H,47.663868,-122.4215317,10/10/09,12:15:00,obsr30851,S20359007,120,3.219,1,1,
Harlequin Duck,Histrionicus histrionicus,,X,United States,US,Washington,US-WA,King,US-WA-033,L331401,T,47.57092,-122.38624,10/10/09,,obsr202775,S26155475,,,1,0,
Harlequin Duck,Histrionicus histrionicus,,3,United States,US,Washington,US-WA,King,US-WA-033,L471669,P,47.777653,-122.3932448,11/14/09,12:30:00,obsr18326,S5526810,60,,1,1,
Harlequin Duck,Histrionicus histrionicus,,5,United States,US,Washington,US-WA,King,US-WA-033,L471669,P,47.777653,-122.3932448,11/17/09,12:00:00,obsr18326,S5553473,30,,1,1,
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L1799504,H,47.7739592,-122.3925439,11/8/09,,obsr97255,S20531241,,,2,1,
Harlequin Duck,Histrionicus histrionicus,,7,United States,US,Washington,US-WA,King,US-WA-033,L207315,H,47.5841938,-122.4005256,12/22/09,10:00:00,obsr41063,S5666127,90,8.047,1,1,
Harlequin Duck,Histrionicus histrionicus,,X,United States,US,Washington,US-WA,King,US-WA-033,L207315,H,47.5841938,-122.4005256,12/12/09,16:00:00,obsr51149,S28987577,30,,5,0,
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L109544,H,47.3833333,-122.4666667,12/27/09,9:15:00,obsr163369,S5681967,235,28.646,7,1,
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L818930,P,47.6727857,-122.4041748,12/26/09,8:00:00,obsr175075,S5677573,420,4.828,7,1,
Harlequin Duck,Histrionicus histrionicus,,16,United States,US,Washington,US-WA,King,US-WA-033,L207315,H,47.5841938,-122.4005256,12/1/09,11:55:00,obsr141514,S5701607,15,,1,1,
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L285366,H,47.6928546,-122.4054806,12/26/09,8:00:00,obsr48445,S5676393,340,3.219,7,1,
Harlequin Duck,Histrionicus histrionicus,,3,United States,US,Washington,US-WA,King,US-WA-033,L650628,P,47.5721322,-122.4139863,12/27/09,14:00:00,obsr169860,S5681194,30,,2,1,
Harlequin Duck,Histrionicus histrionicus,,9,United States,US,Washington,US-WA,King,US-WA-033,L821941,P,47.450728,-122.3791122,12/27/09,8:25:00,obsr97255,S5689070,375,24.944,2,1,
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L186859,H,47.40234,-122.33128,12/5/09,12:00:00,obsr184835,S5609115,60,,1,1,
Harlequin Duck,Histrionicus histrionicus,,3,United States,US,Washington,US-WA,King,US-WA-033,L207315,H,47.5841938,-122.4005256,12/12/09,15:30:00,obsr195629,S5645453,45,3.219,9,1,G134000
Harlequin Duck,Histrionicus histrionicus,,3,United States,US,Washington,US-WA,King,US-WA-033,L207315,H,47.5841938,-122.4005256,12/12/09,15:30:00,obsr124466,S5639489,45,3.219,9,1,G134000
Harlequin Duck,Histrionicus histrionicus,,9,United States,US,Washington,US-WA,King,US-WA-033,L207315,H,47.5841938,-122.4005256,12/11/09,10:00:00,obsr41063,S5630203,120,6.437,1,1,
Harlequin Duck,Histrionicus histrionicus,,8,United States,US,Washington,US-WA,King,US-WA-033,L207315,H,47.5841938,-122.4005256,1/31/10,14:00:00,obsr231565,S6993901,45,1.609,1,1,
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L207315,H,47.5841938,-122.4005256,1/23/10,13:00:00,obsr231565,S6993762,60,3.219,1,1,
Harlequin Duck,Histrionicus histrionicus,,8,United States,US,Washington,US-WA,King,US-WA-033,L819811,P,47.5669131,-122.4108696,1/3/10,14:45:00,obsr97255,S5715369,85,8.047,2,1,
Harlequin Duck,Histrionicus histrionicus,,8,United States,US,Washington,US-WA,King,US-WA-033,L207315,H,47.5841938,-122.4005256,1/3/10,8:30:00,obsr146271,S5712879,120,8.047,2,1,
Harlequin Duck,Histrionicus histrionicus,,6,United States,US,Washington,US-WA,King,US-WA-033,L819811,P,47.5669131,-122.4108696,1/8/10,13:00:00,obsr97255,S5734647,60,,2,1,
Harlequin Duck,Histrionicus histrionicus,,3,United States,US,Washington,US-WA,King,US-WA-033,L828837,P,47.5790733,-122.4120712,1/10/10,8:30:00,obsr192135,S5741387,150,1.609,2,1,
Harlequin Duck,Histrionicus histrionicus,,4,United States,US,Washington,US-WA,King,US-WA-033,L827770,P,47.5781632,-122.4145415,1/8/10,8:30:00,obsr61419,S5733807,25,0.563,,1,
Harlequin Duck,Histrionicus histrionicus,,6,United States,US,Washington,US-WA,King,US-WA-033,L832084,P,47.5736305,-122.4156761,1/16/10,12:00:00,obsr184835,S5767467,60,0.805,1,1,
Harlequin Duck,Histrionicus histrionicus,,10,United States,US,Washington,US-WA,King,US-WA-033,L652099,P,47.5633948,-122.4039924,1/10/10,8:15:00,obsr107483,S5744603,45,0.483,1,1,
Harlequin Duck,Histrionicus histrionicus,,10,United States,US,Washington,US-WA,King,US-WA-033,L207315,H,47.5841938,-122.4005256,1/10/10,9:15:00,obsr107483,S5744920,135,1.609,1,1,
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L207315,H,47.5841938,-122.4005256,1/7/10,8:30:00,obsr210144,S6103229,60,4.828,,1,
Harlequin Duck,Histrionicus histrionicus,,X,United States,US,Washington,US-WA,King,US-WA-033,L2439784,P,47.5726317,-122.4141097,1/2/10,14:30:00,obsr30851,S20419413,15,0.161,1,1,
Harlequin Duck,Histrionicus histrionicus,,6,United States,US,Washington,US-WA,King,US-WA-033,L650628,P,47.5721322,-122.4139863,1/24/10,12:15:00,obsr169860,S5804893,20,,2,1,
Harlequin Duck,Histrionicus histrionicus,,3,United States,US,Washington,US-WA,King,US-WA-033,L207315,H,47.5841938,-122.4005256,1/9/10,,obsr195717,S5795406,,,,0,
Harlequin Duck,Histrionicus histrionicus,,1,United States,US,Washington,US-WA,King,US-WA-033,L836151,P,47.4113617,-122.4783325,1/23/10,8:00:00,obsr97255,S5800048,390,48.279,2,1,
Harlequin Duck,Histrionicus histrionicus,,4,United States,US,Washington,US-WA,King,US-WA-033,L827770,P,47.5781632,-122.4145415,1/22/10,8:20:00,obsr61419,S5795292,62,3.219,,1,
Harlequin Duck,Histrionicus histrionicus,,6,United States,US,Washington,US-WA,King,US-WA-033,L788288,P,47.5892626,-122.3811722,1/30/10,,obsr196219,S5832417,,,1,1,
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L467222,H,47.7635752,-122.3851633,1/29/10,13:45:00,obsr141514,S5829756,25,0.402,1,1,
Harlequin Duck,Histrionicus histrionicus,,3,United States,US,Washington,US-WA,King,US-WA-033,L1799504,H,47.7739592,-122.3925439,1/30/10,8:30:00,obsr97255,S5832363,45,,2,1,
Harlequin Duck,Histrionicus histrionicus,,8,United States,US,Washington,US-WA,King,US-WA-033,L207315,H,47.5841938,-122.4005256,2/6/10,8:30:00,obsr202756,S5864599,60,0.805,1,1,
Harlequin Duck,Histrionicus histrionicus,,4,United States,US,Washington,US-WA,King,US-WA-033,L207315,H,47.5841938,-122.4005256,2/4/10,10:00:00,obsr41063,S5997451,60,8.047,1,1,
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L318691,H,47.5302762,-122.3955921,2/1/10,9:00:00,obsr231565,S7002216,50,2.414,1,1,
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L207315,H,47.5841938,-122.4005256,2/19/10,10:20:00,obsr48445,S6012263,60,3.219,2,1,
Harlequin Duck,Histrionicus histrionicus,,8,United States,US,Washington,US-WA,King,US-WA-033,L827770,P,47.5781632,-122.4145415,2/3/10,8:11:00,obsr61419,S5850618,48,2.414,,1,
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L207315,H,47.5841938,-122.4005256,3/19/10,14:00:00,obsr231565,S6993914,30,,1,1,
Harlequin Duck,Histrionicus histrionicus,,1,United States,US,Washington,US-WA,King,US-WA-033,L318691,H,47.5302762,-122.3955921,3/24/10,9:00:00,obsr231565,S7002251,50,2.414,1,1,
Harlequin Duck,Histrionicus histrionicus,,3,United States,US,Washington,US-WA,King,US-WA-033,L207315,H,47.5841938,-122.4005256,3/1/10,10:30:00,obsr203112,S6071418,120,4.828,3,1,
Harlequin Duck,Histrionicus histrionicus,,X,United States,US,Washington,US-WA,King,US-WA-033,L318691,H,47.5302762,-122.3955921,3/9/10,10:30:00,obsr140725,S6107716,90,6.437,,1,
Harlequin Duck,Histrionicus histrionicus,,10,United States,US,Washington,US-WA,King,US-WA-033,L207315,H,47.5841938,-122.4005256,3/9/10,8:00:00,obsr210144,S6107134,60,4.828,,1,
Harlequin Duck,Histrionicus histrionicus,,12,United States,US,Washington,US-WA,King,US-WA-033,L2608551,H,47.5726544,-122.4140185,3/22/10,18:00:00,obsr202543,S6175356,30,0.402,1,1,
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L830131,P,47.332312,-122.507595,3/23/10,19:20:00,obsr202794,S6179309,5,,1,1,
Harlequin Duck,Histrionicus histrionicus,,X,United States,US,Washington,US-WA,King,US-WA-033,L593689,H,47.5102442,-122.4645996,3/6/10,16:30:00,obsr187607,S6179171,60,,,1,
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L830131,P,47.332312,-122.507595,4/30/10,19:45:00,obsr202794,S6349280,,,1,0,
Harlequin Duck,Histrionicus histrionicus,,6,United States,US,Washington,US-WA,King,US-WA-033,L207315,H,47.5841938,-122.4005256,4/1/10,9:00:00,obsr210144,S6218088,60,2.414,,1,
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L875392,P,47.5731673,-122.4160194,4/4/10,8:30:00,obsr197616,S6228349,60,3.219,1,0,
Harlequin Duck,Histrionicus histrionicus,,15,United States,US,Washington,US-WA,King,US-WA-033,L636203,P,47.5746294,-122.4185836,4/4/10,11:00:00,obsr100831,S6230633,60,,,1,
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L2573220,P,47.5116355,-122.3822021,4/4/10,11:00:00,obsr195190,S16449093,120,3.219,4,0,
Harlequin Duck,Histrionicus histrionicus,,5,United States,US,Washington,US-WA,King,US-WA-033,L372653,H,47.6046584,-122.4168777,4/4/10,,obsr57984,S7785764,,,2,1,G347330
Harlequin Duck,Histrionicus histrionicus,,10,United States,US,Washington,US-WA,King,US-WA-033,L372660,H,47.5886933,-122.4398546,4/4/10,,obsr57984,S7785782,,,2,1,G347332
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L1284994,H,47.563362,-122.4064708,4/3/10,11:00:00,obsr238027,S16856854,180,4.828,2,1,
Harlequin Duck,Histrionicus histrionicus,,10,United States,US,Washington,US-WA,King,US-WA-033,L372660,H,47.5886933,-122.4398546,4/4/10,,obsr169377,S9706267,,,2,1,G347332
Harlequin Duck,Histrionicus histrionicus,,5,United States,US,Washington,US-WA,King,US-WA-033,L372653,H,47.6046584,-122.4168777,4/4/10,,obsr169377,S9706262,,,2,1,G347330
Harlequin Duck,Histrionicus histrionicus,,X,United States,US,Washington,US-WA,King,US-WA-033,L318691,H,47.5302762,-122.3955921,4/10/10,15:10:00,obsr232924,S7274013,60,,3,1,
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L830131,P,47.332312,-122.507595,4/28/10,4:50:00,obsr202794,S6345625,5,,1,1,
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L830131,P,47.332312,-122.507595,4/27/10,18:50:00,obsr202794,S6338624,15,,1,1,
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L830131,P,47.332312,-122.507595,4/30/10,7:00:00,obsr202794,S6345629,5,,1,1,
Harlequin Duck,Histrionicus histrionicus,,5,United States,US,Washington,US-WA,King,US-WA-033,L1450416,P,47.5736079,-122.4165838,5/14/10,18:36:00,obsr204514,S7308052,,,2,0,G280232
Harlequin Duck,Histrionicus histrionicus,,10,United States,US,Washington,US-WA,King,US-WA-033,L207315,H,47.5841938,-122.4005256,5/6/10,14:00:00,obsr231565,S6994876,10,,1,1,
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L830131,P,47.332312,-122.507595,5/5/10,8:00:00,obsr202794,S6370214,10,,1,1,
Harlequin Duck,Histrionicus histrionicus,,5,United States,US,Washington,US-WA,King,US-WA-033,L207315,H,47.5841938,-122.4005256,5/14/10,18:36:00,obsr275718,S8581417,,,2,0,G280232
Harlequin Duck,Histrionicus histrionicus,,12,United States,US,Washington,US-WA,King,US-WA-033,L906290,P,47.5635903,-122.4062884,5/15/10,11:30:00,obsr100831,S6418102,120,1.609,1,1,
Harlequin Duck,Histrionicus histrionicus,,X,United States,US,Washington,US-WA,King,US-WA-033,L2439784,P,47.5726317,-122.4141097,5/7/10,16:00:00,obsr30851,S20419767,15,0.161,1,1,
Harlequin Duck,Histrionicus histrionicus,,3,United States,US,Washington,US-WA,King,US-WA-033,L593689,H,47.5102442,-122.4645996,9/16/10,11:30:00,obsr202794,S6886975,,,1,0,
Harlequin Duck,Histrionicus histrionicus,,5,United States,US,Washington,US-WA,King,US-WA-033,L207315,H,47.5841938,-122.4005256,9/22/10,8:30:00,obsr210144,S6908664,60,,,1,
Harlequin Duck,Histrionicus histrionicus,,7,United States,US,Washington,US-WA,King,US-WA-033,L2608551,H,47.5726544,-122.4140185,10/12/10,10:45:00,obsr58984,S6983511,10,,1,1,
Harlequin Duck,Histrionicus histrionicus,,10,United States,US,Washington,US-WA,King,US-WA-033,L207315,H,47.5841938,-122.4005256,10/13/10,14:45:00,obsr210144,S6987462,90,1.609,,1,
Harlequin Duck,Histrionicus histrionicus,,11,United States,US,Washington,US-WA,King,US-WA-033,L207315,H,47.5841938,-122.4005256,10/19/10,9:58:00,obsr231565,S7005766,55,5.15,1,1,
Harlequin Duck,Histrionicus histrionicus,,1,United States,US,Washington,US-WA,King,US-WA-033,L467222,H,47.7635752,-122.3851633,10/20/10,10:45:00,obsr107483,S7008975,45,1.609,1,1,
Harlequin Duck,Histrionicus histrionicus,,10,United States,US,Washington,US-WA,King,US-WA-033,L467222,H,47.7635752,-122.3851633,10/29/10,8:45:00,obsr107483,S7042150,105,1.609,1,1,
Harlequin Duck,Histrionicus histrionicus,,1,United States,US,Washington,US-WA,King,US-WA-033,L318691,H,47.5302762,-122.3955921,10/28/10,9:10:00,obsr231565,S7037429,50,2.414,1,1,
Harlequin Duck,Histrionicus histrionicus,,4,United States,US,Washington,US-WA,King,US-WA-033,L1799504,H,47.7739592,-122.3925439,10/2/10,8:30:00,obsr97255,S6946101,30,,2,1,
Harlequin Duck,Histrionicus histrionicus,,5,United States,US,Washington,US-WA,King,US-WA-033,L467222,H,47.7635752,-122.3851633,11/10/10,10:30:00,obsr107483,S7093216,75,1.609,1,1,
Harlequin Duck,Histrionicus histrionicus,,23,United States,US,Washington,US-WA,King,US-WA-033,L207315,H,47.5841938,-122.4005256,11/12/10,8:00:00,obsr175075,S7098047,90,3.219,1,1,
Harlequin Duck,Histrionicus histrionicus,,20,United States,US,Washington,US-WA,King,US-WA-033,L207315,H,47.5841938,-122.4005256,11/14/10,9:00:00,obsr175075,S7106670,180,3.219,6,1,
Harlequin Duck,Histrionicus histrionicus,,5,United States,US,Washington,US-WA,King,US-WA-033,L467222,H,47.7635752,-122.3851633,11/15/10,11:15:00,obsr107483,S7110835,30,1.609,1,1,
Harlequin Duck,Histrionicus histrionicus,,5,United States,US,Washington,US-WA,King,US-WA-033,L186859,H,47.40234,-122.33128,11/20/10,14:00:00,obsr192135,S7135497,30,,1,1,
Harlequin Duck,Histrionicus histrionicus,,14,United States,US,Washington,US-WA,King,US-WA-033,L207315,H,47.5841938,-122.4005256,11/19/10,11:00:00,obsr146271,S7127330,90,6.437,1,1,
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L1799504,H,47.7739592,-122.3925439,11/21/10,10:15:00,obsr97255,S7136022,90,,2,1,
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L467222,H,47.7635752,-122.3851633,11/19/10,8:55:00,obsr107483,S7127348,150,1.609,1,1,
Harlequin Duck,Histrionicus histrionicus,,10,United States,US,Washington,US-WA,King,US-WA-033,L207315,H,47.5841938,-122.4005256,11/17/10,9:30:00,obsr175075,S7120576,90,3.219,3,1,
Harlequin Duck,Histrionicus histrionicus,,1,United States,US,Washington,US-WA,King,US-WA-033,L4841748,P,47.6600127,-122.4304269,11/6/10,7:40:00,obsr1875,S31022789,5,,1,1,
Harlequin Duck,Histrionicus histrionicus,,23,United States,US,Washington,US-WA,King,US-WA-033,L207315,H,47.5841938,-122.4005256,11/6/10,10:57:00,obsr231565,S7076419,70,4.828,1,1,
Harlequin Duck,Histrionicus histrionicus,,6,United States,US,Washington,US-WA,King,US-WA-033,L207315,H,47.5841938,-122.4005256,11/3/10,13:10:00,obsr231565,S7066553,,,2,0,
Harlequin Duck,Histrionicus histrionicus,,8,United States,US,Washington,US-WA,King,US-WA-033,L207315,H,47.5841938,-122.4005256,12/26/10,10:30:00,obsr175075,S7312123,90,3.219,5,1,
Harlequin Duck,Histrionicus histrionicus,,5,United States,US,Washington,US-WA,King,US-WA-033,L1039889,P,47.5566037,-122.3986816,12/26/10,12:00:00,obsr175075,S7312143,30,0.032,5,1,
Harlequin Duck,Histrionicus histrionicus,,6,United States,US,Washington,US-WA,King,US-WA-033,L207315,H,47.5841938,-122.4005256,12/29/10,9:18:00,obsr231565,S7328752,55,5.311,1,1,
Harlequin Duck,Histrionicus histrionicus,,15,United States,US,Washington,US-WA,King,US-WA-033,L1044309,P,47.3879267,-122.3268467,12/31/10,13:30:00,obsr97255,S7342658,45,,2,1,
Harlequin Duck,Histrionicus histrionicus,,12,United States,US,Washington,US-WA,King,US-WA-033,L191405,T,47.47042,-122.34724,12/31/10,8:00:00,obsr97255,S7342863,210,16.093,3,1,
Harlequin Duck,Histrionicus histrionicus,,3,United States,US,Washington,US-WA,King,US-WA-033,L207315,H,47.5841938,-122.4005256,12/30/10,10:00:00,obsr202756,S7333361,120,2.414,1,1,
Harlequin Duck,Histrionicus histrionicus,,7,United States,US,Washington,US-WA,King,US-WA-033,L207315,H,47.5841938,-122.4005256,12/6/10,9:18:00,obsr231565,S7215388,60,5.15,1,1,
Harlequin Duck,Histrionicus histrionicus,,16,United States,US,Washington,US-WA,King,US-WA-033,L1039889,P,47.5566037,-122.3986816,12/11/10,12:30:00,obsr175075,S7237392,30,24.14,2,1,
Harlequin Duck,Histrionicus histrionicus,,1,United States,US,Washington,US-WA,King,US-WA-033,L318691,H,47.5302762,-122.3955921,12/13/10,8:38:00,obsr231565,S7245292,50,2.414,1,1,
Harlequin Duck,Histrionicus histrionicus,,6,United States,US,Washington,US-WA,King,US-WA-033,L207315,H,47.5841938,-122.4005256,12/11/10,11:15:00,obsr48445,S7235555,60,2.414,2,1,
Harlequin Duck,Histrionicus histrionicus,,8,United States,US,Washington,US-WA,King,US-WA-033,L2439784,P,47.5726317,-122.4141097,12/24/10,10:55:00,obsr30851,S20421805,25,0.161,1,1,
Harlequin Duck,Histrionicus histrionicus,,4,United States,US,Washington,US-WA,King,US-WA-033,L1284994,H,47.563362,-122.4064708,12/24/10,11:25:00,obsr30851,S20421811,20,0.161,1,1,
Harlequin Duck,Histrionicus histrionicus,,10,United States,US,Washington,US-WA,King,US-WA-033,L1044309,P,47.3879267,-122.3268467,12/19/10,12:05:00,obsr97255,S7269087,25,,2,1,
Harlequin Duck,Histrionicus histrionicus,,7,United States,US,Washington,US-WA,King,US-WA-033,L186859,H,47.40234,-122.33128,12/19/10,10:30:00,obsr97255,S7269059,85,,2,1,
Harlequin Duck,Histrionicus histrionicus,,3,United States,US,Washington,US-WA,King,US-WA-033,L1039889,P,47.5566037,-122.3986816,1/2/11,13:00:00,obsr175075,S7357803,20,0.048,5,1,
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L186859,H,47.40234,-122.33128,1/3/11,15:20:00,obsr210144,S7367947,30,,,1,
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L318691,H,47.5302762,-122.3955921,1/3/11,9:10:00,obsr231565,S7364887,30,0.966,1,1,
Harlequin Duck,Histrionicus histrionicus,,3,United States,US,Washington,US-WA,King,US-WA-033,L1044309,P,47.3879267,-122.3268467,1/2/11,14:30:00,obsr97255,S7360777,25,,2,1,
Harlequin Duck,Histrionicus histrionicus,,14,United States,US,Washington,US-WA,King,US-WA-033,L191405,T,47.47042,-122.34724,1/2/11,8:10:00,obsr97255,S7360763,290,16.093,2,1,
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L207315,H,47.5841938,-122.4005256,1/2/11,12:00:00,obsr175075,S7357756,60,4.828,5,1,
Harlequin Duck,Histrionicus histrionicus,,9,United States,US,Washington,US-WA,King,US-WA-033,L819811,P,47.5669131,-122.4108696,1/1/11,10:45:00,obsr97255,S7351200,135,11.265,2,1,
Harlequin Duck,Histrionicus histrionicus,,10,United States,US,Washington,US-WA,King,US-WA-033,L207315,H,47.5841938,-122.4005256,1/8/11,13:30:00,obsr201220,S7393530,60,3.219,1,1,
Harlequin Duck,Histrionicus histrionicus,,4,United States,US,Washington,US-WA,King,US-WA-033,L186859,H,47.40234,-122.33128,1/15/11,14:55:00,obsr231565,S7430061,15,,1,1,G219678
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L207315,H,47.5841938,-122.4005256,1/11/11,15:35:00,obsr231565,S7412664,45,4.023,2,1,
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L1065791,P,47.3867337,-122.326667,1/15/11,14:15:00,obsr162129,S7431898,7,,1,1,G219677
Harlequin Duck,Histrionicus histrionicus,,4,United States,US,Washington,US-WA,King,US-WA-033,L186859,H,47.40234,-122.33128,1/15/11,14:55:00,obsr162129,S7431903,15,,1,1,G219678
Harlequin Duck,Histrionicus histrionicus,,20,United States,US,Washington,US-WA,King,US-WA-033,L819811,P,47.5669131,-122.4108696,1/15/11,9:55:00,obsr97255,S7438463,65,8.047,2,1,
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L186859,H,47.40234,-122.33128,1/15/11,11:30:00,obsr97255,S7438466,30,,2,1,
Harlequin Duck,Histrionicus histrionicus,,8,United States,US,Washington,US-WA,King,US-WA-033,L1044309,P,47.3879267,-122.3268467,1/15/11,12:10:00,obsr97255,S7438478,20,,2,1,
Harlequin Duck,Histrionicus histrionicus,,3,United States,US,Washington,US-WA,King,US-WA-033,L1067138,P,47.3733609,-122.3240089,1/15/11,12:35:00,obsr97255,S7438484,15,,2,1,
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L3244770,H,47.386887,-122.3266697,1/15/11,14:15:00,obsr231565,S7429994,7,,1,1,G219677
Harlequin Duck,Histrionicus histrionicus,,1,United States,US,Washington,US-WA,King,US-WA-033,L331426,H,47.3733968,-122.3236098,1/15/11,14:25:00,obsr231565,S7430030,15,,1,1,
